0.486301369863 - [512, 'merriss-s.txt']
0.785714285714 - [402270, 'stclair-c.txt']
0.769230769231 - [476966, 'delainey-d.txt']
0.75 - [482632, 'nemec-g.txt']
0.727272727273 - [540775, 'mcconnell-m.txt']
0.8 - [551308, 'fossum-d.txt']
0.888888888889 - [620893, 'perlingiere-d.txt']
0.875 - [653824, 'taylor-m.txt']
0.857142857143 - [752102, 'symes-k.txt']
0.833333333333 - [797574, 'jones-t.txt']
1.0 - [911120, 'kaminski-v.txt']
1.0 - [1018054, 'shackleton-s.txt']
1.0 - [1028824, 'germany-c.txt']
1.0 - [1112117, 'scott-s.txt']
1.0 - [1213169, 'beck-s.txt']
