0.554794520548 - [512, 'merriss-s.txt']
0.558620689655 - [594, 'linder-e.txt']
0.5625 - [676, 'phanis-s.txt']
0.566433566434 - [1290, 'king-j.txt']
0.570422535211 - [2028, 'townsend-j.txt']
0.574468085106 - [2416, 'ermis-f.txt']
0.571428571429 - [2749, 'motley-m.txt']
0.575539568345 - [3290, 'meyers-a.txt']
0.572463768116 - [3307, 'gilbertsmith-d.txt']
0.576642335766 - [4079, 'south-s.txt']
0.573529411765 - [4262, 'benson-r.txt']
0.57037037037 - [4584, 'maggi-m.txt']
0.574626865672 - [5776, 'shapiro-r.txt']
0.586466165414 - [6823, 'williams-j.txt']
0.583333333333 - [6863, 'badeer-r.txt']
0.587786259542 - [6863, 'bailey-s.txt']
0.592307692308 - [7786, 'saibi-e.txt']
0.589147286822 - [8348, 'panus-s.txt']
0.5859375 - [8491, 'dean-c.txt']
0.590551181102 - [9536, 'reitmeyer-j.txt']
0.595238095238 - [10386, 'griffith-j.txt']
0.6 - [11354, 'gang-l.txt']
0.604838709677 - [11435, 'solberg-g.txt']
0.609756097561 - [11734, 'may-l.txt']
0.614754098361 - [11855, 'slinger-r.txt']
0.619834710744 - [12005, 'arora-h.txt']
0.616666666667 - [13070, 'mckay-b.txt']
0.613445378151 - [13658, 'pimenov-v.txt']
0.618644067797 - [13935, 'stepenovitch-j.txt']
0.615384615385 - [14645, 'swerzbin-m.txt']
0.620689655172 - [14767, 'donohoe-t.txt']
0.617391304348 - [15597, 'holst-k.txt']
0.622807017544 - [15886, 'quenet-j.txt']
0.619469026549 - [16746, 'lokey-t.txt']
0.616071428571 - [18036, 'hodge-j.txt']
0.612612612613 - [18097, 'salisbury-h.txt']
0.618181818182 - [18119, 'staab-t.txt']
0.623853211009 - [18358, 'storey-g.txt']
0.62962962963 - [18963, 'wolfe-j.txt']
0.635514018692 - [19515, 'scholtes-d.txt']
0.641509433962 - [19685, 'ring-r.txt']
0.647619047619 - [20168, 'whalley-g.txt']
0.653846153846 - [20360, 'lewis-a.txt']
0.669902912621 - [20980, 'platter-p.txt']
0.666666666667 - [22467, 'keavey-p.txt']
0.673267326733 - [22889, 'fischer-m.txt']
0.69 - [24553, 'rapp-b.txt']
0.69696969697 - [26749, 'baughman-d.txt']
