0.858108108108 - [269, 'merriss-s.txt']
0.863945578231 - [313, 'linder-e.txt']
0.869863013699 - [356, 'phanis-s.txt']
0.875862068966 - [679, 'king-j.txt']
0.881944444444 - [1067, 'townsend-j.txt']
0.881118881119 - [1272, 'ermis-f.txt']
0.887323943662 - [1447, 'motley-m.txt']
0.886524822695 - [1732, 'meyers-a.txt']
0.892857142857 - [1741, 'gilbertsmith-d.txt']
0.89928057554 - [2147, 'south-s.txt']
0.898550724638 - [2243, 'benson-r.txt']
0.897810218978 - [2413, 'maggi-m.txt']
0.897058823529 - [3040, 'shapiro-r.txt']
0.903703703704 - [3591, 'williams-j.txt']
0.910447761194 - [3612, 'badeer-r.txt']
0.90977443609 - [3612, 'bailey-s.txt']
0.916666666667 - [4098, 'saibi-e.txt']
0.916030534351 - [4394, 'panus-s.txt']
0.915384615385 - [4469, 'dean-c.txt']
0.914728682171 - [5019, 'reitmeyer-j.txt']
0.9140625 - [5466, 'griffith-j.txt']
0.92125984252 - [5976, 'gang-l.txt']
0.920634920635 - [6018, 'solberg-g.txt']
0.92 - [6176, 'may-l.txt']
0.91935483871 - [6239, 'slinger-r.txt']
0.918699186992 - [6318, 'arora-h.txt']
0.918032786885 - [6879, 'mckay-b.txt']
0.917355371901 - [7188, 'pimenov-v.txt']
0.916666666667 - [7334, 'stepenovitch-j.txt']
0.924369747899 - [7708, 'swerzbin-m.txt']
0.923728813559 - [7772, 'donohoe-t.txt']
0.923076923077 - [8209, 'holst-k.txt']
0.931034482759 - [8361, 'quenet-j.txt']
0.930434782609 - [8814, 'lokey-t.txt']
0.929824561404 - [9493, 'hodge-j.txt']
0.929203539823 - [9525, 'salisbury-h.txt']
0.9375 - [9536, 'staab-t.txt']
0.936936936937 - [9662, 'storey-g.txt']
0.945454545455 - [9981, 'wolfe-j.txt']
0.94495412844 - [10271, 'scholtes-d.txt']
0.944444444444 - [10361, 'ring-r.txt']
0.943925233645 - [10615, 'whalley-g.txt']
0.943396226415 - [10716, 'lewis-a.txt']
0.942857142857 - [11042, 'platter-p.txt']
0.942307692308 - [11825, 'keavey-p.txt']
0.941747572816 - [12047, 'fischer-m.txt']
0.941176470588 - [12923, 'rapp-b.txt']
0.940594059406 - [14078, 'baughman-d.txt']
0.95 - [14123, 'sanchez-m.txt']
0.949494949495 - [15133, 'dickson-s.txt']
