0.695945945946 - [485, 'merriss-s.txt']
0.69387755102 - [563, 'linder-e.txt']
0.698630136986 - [640, 'phanis-s.txt']
0.703448275862 - [1222, 'king-j.txt']
0.701388888889 - [1921, 'townsend-j.txt']
0.699300699301 - [2289, 'ermis-f.txt']
0.704225352113 - [2604, 'motley-m.txt']
0.702127659574 - [3117, 'meyers-a.txt']
0.707142857143 - [3133, 'gilbertsmith-d.txt']
0.712230215827 - [3864, 'south-s.txt']
0.710144927536 - [4038, 'benson-r.txt']
0.715328467153 - [4343, 'maggi-m.txt']
0.713235294118 - [5472, 'shapiro-r.txt']
0.718518518519 - [6464, 'williams-j.txt']
0.723880597015 - [6502, 'badeer-r.txt']
0.721804511278 - [6502, 'bailey-s.txt']
0.719696969697 - [7376, 'saibi-e.txt']
0.717557251908 - [7909, 'panus-s.txt']
0.715384615385 - [8044, 'dean-c.txt']
0.713178294574 - [9034, 'reitmeyer-j.txt']
0.71875 - [9839, 'griffith-j.txt']
0.724409448819 - [10756, 'gang-l.txt']
0.722222222222 - [10833, 'solberg-g.txt']
0.72 - [11116, 'may-l.txt']
0.725806451613 - [11231, 'slinger-r.txt']
0.731707317073 - [11373, 'arora-h.txt']
0.737704918033 - [12382, 'mckay-b.txt']
0.735537190083 - [12939, 'pimenov-v.txt']
0.741666666667 - [13202, 'stepenovitch-j.txt']
0.739495798319 - [13874, 'swerzbin-m.txt']
0.745762711864 - [13990, 'donohoe-t.txt']
0.74358974359 - [14776, 'holst-k.txt']
0.75 - [15050, 'quenet-j.txt']
0.747826086957 - [15865, 'lokey-t.txt']
0.745614035088 - [17087, 'hodge-j.txt']
0.752212389381 - [17145, 'salisbury-h.txt']
0.75 - [17165, 'staab-t.txt']
0.747747747748 - [17392, 'storey-g.txt']
0.754545454545 - [17965, 'wolfe-j.txt']
0.752293577982 - [18488, 'scholtes-d.txt']
0.759259259259 - [18649, 'ring-r.txt']
0.757009345794 - [19107, 'whalley-g.txt']
0.754716981132 - [19288, 'lewis-a.txt']
0.752380952381 - [19876, 'platter-p.txt']
0.759615384615 - [21285, 'keavey-p.txt']
0.757281553398 - [21684, 'fischer-m.txt']
0.754901960784 - [23261, 'rapp-b.txt']
0.752475247525 - [25341, 'baughman-d.txt']
0.75 - [25421, 'sanchez-m.txt']
0.747474747475 - [27239, 'dickson-s.txt']
0.755102040816 - [30068, 'ybarbo-p.txt']
0.752577319588 - [30691, 'hendrickson-s.txt']
0.760416666667 - [30718, 'whitt-m.txt']
0.768421052632 - [30792, 'mccarty-d.txt']
