0.632653061224 - [485, 'merriss-s.txt']
0.63698630137 - [563, 'linder-e.txt']
0.641379310345 - [640, 'phanis-s.txt']
0.645833333333 - [1222, 'king-j.txt']
0.65034965035 - [1921, 'townsend-j.txt']
0.654929577465 - [2289, 'ermis-f.txt']
0.652482269504 - [2604, 'motley-m.txt']
0.657142857143 - [3117, 'meyers-a.txt']
0.661870503597 - [3133, 'gilbertsmith-d.txt']
0.666666666667 - [3864, 'south-s.txt']
0.671532846715 - [4038, 'benson-r.txt']
0.669117647059 - [4343, 'maggi-m.txt']
0.674074074074 - [5472, 'shapiro-r.txt']
0.679104477612 - [6464, 'williams-j.txt']
0.684210526316 - [6502, 'badeer-r.txt']
0.689393939394 - [6502, 'bailey-s.txt']
0.687022900763 - [7376, 'saibi-e.txt']
0.684615384615 - [7909, 'panus-s.txt']
0.682170542636 - [8044, 'dean-c.txt']
0.6875 - [9034, 'reitmeyer-j.txt']
0.692913385827 - [9839, 'griffith-j.txt']
0.698412698413 - [10756, 'gang-l.txt']
0.704 - [10833, 'solberg-g.txt']
0.701612903226 - [11116, 'may-l.txt']
0.707317073171 - [11231, 'slinger-r.txt']
0.713114754098 - [11373, 'arora-h.txt']
0.710743801653 - [12382, 'mckay-b.txt']
0.716666666667 - [12939, 'pimenov-v.txt']
0.714285714286 - [13202, 'stepenovitch-j.txt']
0.728813559322 - [13874, 'swerzbin-m.txt']
0.735042735043 - [13990, 'donohoe-t.txt']
0.741379310345 - [14776, 'holst-k.txt']
0.739130434783 - [15050, 'quenet-j.txt']
0.736842105263 - [15865, 'lokey-t.txt']
0.743362831858 - [17087, 'hodge-j.txt']
0.75 - [17145, 'salisbury-h.txt']
0.747747747748 - [17165, 'staab-t.txt']
0.754545454545 - [17392, 'storey-g.txt']
0.761467889908 - [17965, 'wolfe-j.txt']
0.768518518519 - [18488, 'scholtes-d.txt']
0.775700934579 - [18649, 'ring-r.txt']
0.77358490566 - [19107, 'whalley-g.txt']
0.771428571429 - [19288, 'lewis-a.txt']
0.778846153846 - [19876, 'platter-p.txt']
0.776699029126 - [21285, 'keavey-p.txt']
0.774509803922 - [21684, 'fischer-m.txt']
0.782178217822 - [23261, 'rapp-b.txt']
0.79 - [25341, 'baughman-d.txt']
0.79797979798 - [25421, 'sanchez-m.txt']
0.80612244898 - [27239, 'dickson-s.txt']
0.80412371134 - [30068, 'ybarbo-p.txt']
0.802083333333 - [30691, 'hendrickson-s.txt']
0.810526315789 - [30718, 'whitt-m.txt']
0.81914893617 - [30792, 'mccarty-d.txt']
0.817204301075 - [32203, 'ring-a.txt']
0.815217391304 - [35632, 'schwieger-j.txt']
0.824175824176 - [37224, 'lucci-p.txt']
0.822222222222 - [37553, 'zufferli-j.txt']
0.820224719101 - [41447, 'carson-m.txt']
0.829545454545 - [42189, 'geaccone-t.txt']
0.83908045977 - [43549, 'parks-j.txt']
0.837209302326 - [46585, 'semperger-c.txt']
0.847058823529 - [47630, 'thomas-p.txt']
0.845238095238 - [48940, 'shively-h.txt']
0.843373493976 - [50428, 'zipper-a.txt']
0.841463414634 - [51286, 'schoolcraft-d.txt']
0.83950617284 - [51360, 'derrick-j.txt']
