0.632653061224 - [485, 'merriss-s.txt']
0.8375 - [51406, 'brawner-s.txt']
0.848101265823 - [52387, 'hernandez-j.txt']
0.858974358974 - [53204, 'mckay-j.txt']
0.857142857143 - [53685, 'donoho-l.txt']
0.855263157895 - [56056, 'martin-t.txt']
0.853333333333 - [56375, 'lokay-m.txt']
0.851351351351 - [63448, 'keiser-k.txt']
0.86301369863 - [65295, 'davis-d.txt']
0.861111111111 - [65673, 'lay-k.txt']
0.859154929577 - [66521, 'hayslett-r.txt']
0.857142857143 - [66568, 'pereira-s.txt']
0.855072463768 - [67159, 'quigley-d.txt']
0.867647058824 - [67179, 'sturm-f.txt']
0.865671641791 - [69360, 'white-s.txt']
0.863636363636 - [70513, 'whalley-l.txt']
0.876923076923 - [71847, 'cuilla-m.txt']
0.875 - [76491, 'guzman-m.txt']
0.888888888889 - [80540, 'hyatt-k.txt']
0.903225806452 - [80708, 'gay-r.txt']
0.901639344262 - [91413, 'mclaughlin-e.txt']
0.916666666667 - [93074, 'causholli-m.txt']
0.932203389831 - [95108, 'neal-s.txt']
0.931034482759 - [95172, 'tycholiz-b.txt']
0.929824561404 - [101110, 'weldon-c.txt']
0.928571428571 - [101760, 'ruscitti-k.txt']
0.927272727273 - [102028, 'tholt-j.txt']
0.925925925926 - [102942, 'hain-m.txt']
0.924528301887 - [114970, 'kuykendall-t.txt']
0.923076923077 - [115372, 'shankman-j.txt']
0.921568627451 - [117266, 'buy-r.txt']
0.92 - [120504, 'horton-s.txt']
0.918367346939 - [127580, 'presto-k.txt']
0.916666666667 - [132016, 'forney-j.txt']
0.914893617021 - [141873, 'watson-k.txt']
0.913043478261 - [143524, 'dorland-c.txt']
0.911111111111 - [146626, 'blair-l.txt']
0.909090909091 - [147540, 'haedicke-m.txt']
0.906976744186 - [162476, 'heard-m.txt']
0.904761904762 - [162976, 'williams-w3.txt']
0.90243902439 - [163483, 'skilling-j.txt']
0.9 - [166976, 'kitchen-l.txt']
0.897435897436 - [167705, 'grigsby-m.txt']
0.894736842105 - [175084, 'sanders-r.txt']
0.891891891892 - [176658, 'ward-k.txt']
0.888888888889 - [181221, 'smith-m.txt']
0.885714285714 - [187056, 'corman-s.txt']
0.882352941176 - [187286, 'giron-d.txt']
0.878787878788 - [187725, 'sager-e.txt']
0.875 - [192333, 'lavorato-j.txt']
0.870967741935 - [198163, 'mims-thurston-p.txt']
0.866666666667 - [209896, 'hyvl-d.txt']
0.896551724138 - [210291, 'steffes-j.txt']
0.892857142857 - [239158, 'cash-m.txt']
0.925925925926 - [242985, 'crandell-s.txt']
0.923076923077 - [253358, 'lenhart-m.txt']
0.92 - [268985, 'farmer-d.txt']
0.916666666667 - [282628, 'rodrique-r.txt']
0.95652173913 - [289191, 'richey-c.txt']
0.954545454545 - [295312, 'arnold-j.txt']
0.952380952381 - [296967, 'campbell-l.txt']
0.95 - [305162, 'kean-s.txt']
0.947368421053 - [328292, 'rogers-b.txt']
0.944444444444 - [328764, 'allen-p.txt']
0.941176470588 - [367005, 'bass-e.txt']
0.9375 - [379458, 'love-p.txt']
0.933333333333 - [381098, 'stclair-c.txt']
0.928571428571 - [451863, 'delainey-d.txt']
1.0 - [457230, 'nemec-g.txt']
1.0 - [512313, 'mcconnell-m.txt']
1.0 - [522292, 'fossum-d.txt']
1.0 - [588214, 'perlingiere-d.txt']
1.0 - [619412, 'taylor-m.txt']
1.0 - [712518, 'symes-k.txt']
1.0 - [755596, 'jones-t.txt']
1.0 - [863166, 'kaminski-v.txt']
1.0 - [964472, 'shackleton-s.txt']
1.0 - [974675, 'germany-c.txt']
1.0 - [1053585, 'scott-s.txt']
1.0 - [1149318, 'beck-s.txt']
